3.595912299626438102e+00,7.822336114239124782e+00,5.864153827943074937e+00,3.996657704443042358e-01,5.126690388146997179e-01,5.558386743057988610e+01,8.767667473315154325e+01,2.439592350746021054e+01,9.022594224572787480e-01,9.469668180432538662e+00,3.776869674850884984e+00,0.000000000000000000e+00,2.629527333262960537e-02,3.524073672994185280e+00,2.177613856855756325e+01,4.312705191779164693e+01,4.882002215660062916e+01,5.265509172917705882e+01,2.781595682967325800e+01,2.177172687640437587e+00,7.819716423255579363e-02,0.000000000000000000e+00,4.781885207705824370e-02,2.050560521971910966e+00,3.441343978347836696e+01,5.689646081203113681e+01,7.255319182225579766e+01,1.862253706985467971e+01,2.458508754194565604e+00,6.408478496919387979e+00,5.957839593984843418e+00,4.987622885104206483e-01,9.240200472179996294e-02
9.184482505311375444e-01,3.619943883182735966e+00,1.229742639859936482e+01,3.198207648529947988e+01,7.575797983042338046e+01,6.353049745407454907e+01,3.315806323894034402e-01,3.600464249776263448e-01,6.810124921625654970e+00,3.721371283237328242e+00,6.705044356595006860e-01,0.000000000000000000e+00,2.019449274609743661e+00,4.979425778823869386e+00,2.891937301765580415e+01,4.329523888857568181e+01,4.412774265331829326e+01,3.240863148085085754e+01,3.110150353876449003e+01,1.189876640697619337e+01,1.213989008535510505e+00,3.587995188963836318e-02,1.091499909339631313e-01,1.182189649926595010e+01,6.705030786602257820e+00,2.244318498363182091e+00,1.490008653731214849e+01,2.507377197423086734e+00,5.083364314558020425e+01,5.446911915341877375e+01,4.336395514964307552e+01,1.293340235726296683e+01,1.120206841944666326e-01
1.043625427808507089e+00,4.053697609449091743e+00,2.457437568244176518e+01,3.541026255650943710e+01,7.018396552254270659e+01,5.663697896120582698e+01,7.762390352251193892e-01,4.007924909755733456e-01,4.288710235616716382e+00,2.022505179415760690e+00,6.088472988095557925e-01,0.000000000000000000e+00,4.190893209699717126e+00,4.469219798788182096e+00,2.547436488436594004e+01,3.318731217746002216e+01,5.098051426153067212e+01,4.069841333651910986e+01,2.522853838946911509e+01,1.168978226159514833e+01,4.010283371292651111e+00,7.067830927944757091e-02,7.686953339630768489e-02,2.011228922489571502e+01,5.384488412335521446e+00,2.104488205632577102e+00,1.533380256631514982e+01,4.065118364959038111e+00,4.127939193293269682e+01,6.473298748080952691e+01,3.534335606141922881e+01,1.152025139486712746e+01,4.695682243708216436e-02
2.561564944001354860e+01,1.180189591719722841e+01,1.002588736358097243e+01,1.282743828130110941e+01,1.463484483440807971e+01,2.584432192267870576e+01,1.790811208596660364e+01,5.474892332653617188e+00,1.162414397323772830e+00,2.431710869791442775e+01,5.038743472696205572e+01,0.000000000000000000e+00,3.077616237150422873e-01,5.148556810812761952e+00,1.525554010054853293e+01,3.218377628814242541e+01,8.525320685714891056e+01,4.399723022751022938e+01,1.508179991507143747e+01,2.192639711623596721e+00,5.392259110980828218e-01,4.026255432905496284e-02,6.836019826497011231e-02,2.462570447470568080e+00,1.079415313868355852e+01,2.504107501771919786e+01,3.395424432400989190e+01,9.735860383101865523e+00,4.743434568134632912e+01,4.141804731014673280e+01,2.023133957588931509e+01,8.860003923367449019e+00,0.000000000000000000e+00
7.763856371279224122e-01,3.347227554341951627e+00,5.811416497484870547e+00,2.160188663850794910e+01,7.720441131652685840e+01,7.597051653545733529e+01,2.548104227283564671e-01,2.906463952388360639e-01,1.865726916872504360e+00,1.225617516612067526e+01,6.207969195926702488e-01,0.000000000000000000e+00,7.755316562239293887e+00,1.135896035321013642e+01,4.912391437586416032e+01,2.764976383951350059e+01,2.789290878018777775e+01,2.061499802562709860e+01,3.090844125930387776e+01,2.092642433880345720e+01,3.736139767563123382e+00,3.313269768747485744e-02,9.109473416663113610e-02,8.938879150464202894e+00,3.519534151640650421e+00,2.397452482118408668e+00,2.463090444378435251e+01,5.378552413409495081e+00,4.665077307330149381e+01,5.505461137571306551e+01,4.572206370255072017e+01,7.505480232764695891e+00,1.106542400862217113e-01
2.577857295516666625e+01,2.212032530788905760e+01,1.557528207916034724e+01,7.508082414013754757e+00,9.405708856935456552e+00,2.293072387024425041e+01,5.474275161411694057e+01,1.460614881504192120e+01,3.152320274044195791e+00,9.149576826373737148e+00,1.503050698701361299e+01,0.000000000000000000e+00,6.830425169912487382e-01,2.824096981409508267e+00,2.447324707451397074e+01,3.264906030021772665e+01,7.151884765296637170e+01,3.428431405618743355e+01,2.093358757929897962e+01,1.071670560443456566e+01,1.827987124624633530e+00,8.911110935559443669e-02,4.390852594553108501e-01,1.596268952676385489e+01,3.318589577528879175e+01,4.776163714090731105e+01,4.895514784849179080e+01,4.773219587119735152e+00,1.317111765932185108e+01,1.920364192381306978e+01,1.271551705872320781e+01,3.832048220114895543e+00,0.000000000000000000e+00
3.381626685189573323e+00,6.504195261282329277e+00,3.237675428931988675e-01,8.853561516100806605e-02,7.628275396146417808e-01,8.470307762613795433e+01,8.297473462440169101e+01,1.189558718519726455e+01,4.527043256085712675e-01,5.706050668944516957e+00,3.206892925569325925e+00,1.300499983350638378e-01,4.598550401532053300e-01,9.794343906480477813e+00,2.920772494132353714e+01,3.637464158088154420e+01,4.229809948527974939e+01,4.196276750399425737e+01,3.325556612366565190e+01,6.352366279912136982e+00,7.811800091822768133e-02,8.646713905635604325e-02,0.000000000000000000e+00,2.059535095429348983e-01,9.817011119356024551e+00,5.462628033532971017e+01,7.763324854100621053e+01,4.681635511326033594e+01,2.155155491081979680e+00,4.696251945773261660e+00,3.965959905578070988e+00,8.378403907163112230e-02,0.000000000000000000e+00
1.009506249007354750e+00,8.965008435434320688e+00,1.961333665056607600e+01,4.839953226618109738e+01,6.297286214097679391e+01,5.420575914863737665e+01,7.659328004300716142e-01,3.099403611246531187e-01,1.612752954764803626e+00,1.677368894845151726e+00,4.680000980322964743e-01,0.000000000000000000e+00,2.982254048238774491e+00,7.269130602182322320e+00,2.611493172647088912e+01,2.374294395278467107e+01,5.489990953657114403e+01,4.131244206117492013e+01,2.610956544810641233e+01,1.414058537874818100e+01,3.315469126430093727e+00,1.127681192926360126e-01,4.723768959884311336e-02,1.203713399325698319e+01,1.485754851632970919e+01,2.337388640972909659e+00,6.910721443222225702e+00,1.351317969872004454e+01,3.369942526920431192e+01,5.496715378964282195e+01,4.845376635620856121e+01,1.316543990154697852e+01,1.100470129667908796e-02
6.311179367722299927e-02,4.994279181974863868e-01,1.026045970681658037e+00,0.000000000000000000e+00,2.695897829303556606e-02,1.127915898241466266e+02,5.349965322721550365e+01,3.172267552428085935e+01,8.154970166844567603e-02,1.027383107979061294e-01,1.862487510411180436e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.015236427581214240e+00,9.221941715565151299e+00,3.521232979049875667e+01,7.441310381439049593e+01,4.777473805959072450e+01,2.100424259862452914e+01,1.132863948260843934e+01,2.976811114068078287e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.972025375321124319e+00,2.609519895342484830e+01,2.977852131766580612e+01,7.642401015984992796e+01,6.425558687346237718e+01,2.084305858803231215e-01,1.633802893053855620e-01,1.028464450901752369e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.794749742117618752e+01,5.261841850841745050e+00,8.350305915518152489e-01,1.587658052536329578e-01,2.022416751387696721e+00,7.021572148671407376e+01,5.194147981289169991e+01,1.757981563354827870e+01,6.692165742101233161e-02,6.539392039241427312e-01,3.331656978528967272e+01,1.531660022517340736e-01,2.173055920201961977e-01,5.776858223068089160e+00,2.733162884772249157e+01,4.792134788344269225e+01,7.618380538539014424e+01,3.377283722411457489e+01,7.552978883974439839e+00,9.615237023936324956e-01,5.174207782726238797e-02,7.680617779464982142e-02,0.000000000000000000e+00,1.261986417262485616e-01,2.077244739400383367e+01,2.689726149527131227e+01,6.637803629138031170e+01,5.709612105268984550e+01,2.493762049516579182e+01,3.305076159863141960e+00,3.804047573212568922e-01,1.068337125782133912e-01,0.000000000000000000e+00
